,Country Code,Country Name,Subject,Measure,Year,Unit,PowerCode,Value
2766,CAN,Canada,GDP per person employed,"USD, current prices, current PPPs",1985,US Dollar,Units,35501.063823000004
2767,CAN,Canada,GDP per person employed,"USD, current prices, current PPPs",1986,US Dollar,Units,35954.898385
2768,CAN,Canada,GDP per person employed,"USD, current prices, current PPPs",1987,US Dollar,Units,37216.524637
2769,CAN,Canada,GDP per person employed,"USD, current prices, current PPPs",1988,US Dollar,Units,38923.105551
2770,CAN,Canada,GDP per person employed,"USD, current prices, current PPPs",1989,US Dollar,Units,40416.565275
2771,CAN,Canada,GDP per person employed,"USD, current prices, current PPPs",1990,US Dollar,Units,41759.416837
2772,CAN,Canada,GDP per person employed,"USD, current prices, current PPPs",1991,US Dollar,Units,43011.469919
2773,CAN,Canada,GDP per person employed,"USD, current prices, current PPPs",1992,US Dollar,Units,44826.761703
2774,CAN,Canada,GDP per person employed,"USD, current prices, current PPPs",1993,US Dollar,Units,46729.593494
2775,CAN,Canada,GDP per person employed,"USD, current prices, current PPPs",1994,US Dollar,Units,48918.580501
2776,CAN,Canada,GDP per person employed,"USD, current prices, current PPPs",1995,US Dollar,Units,50488.965092
2777,CAN,Canada,GDP per person employed,"USD, current prices, current PPPs",1996,US Dollar,Units,51712.241606999996
2778,CAN,Canada,GDP per person employed,"USD, current prices, current PPPs",1997,US Dollar,Units,53789.321298
2779,CAN,Canada,GDP per person employed,"USD, current prices, current PPPs",1998,US Dollar,Units,55277.908552
2780,CAN,Canada,GDP per person employed,"USD, current prices, current PPPs",1999,US Dollar,Units,57466.138708000006
2781,CAN,Canada,GDP per person employed,"USD, current prices, current PPPs",2000,US Dollar,Units,59798.229437
2782,CAN,Canada,GDP per person employed,"USD, current prices, current PPPs",2001,US Dollar,Units,61632.107296
2783,CAN,Canada,GDP per person employed,"USD, current prices, current PPPs",2002,US Dollar,Units,62320.814925
2784,CAN,Canada,GDP per person employed,"USD, current prices, current PPPs",2003,US Dollar,Units,64277.630051
2785,CAN,Canada,GDP per person employed,"USD, current prices, current PPPs",2004,US Dollar,Units,66946.93804400001
2786,CAN,Canada,GDP per person employed,"USD, current prices, current PPPs",2005,US Dollar,Units,71305.591602
2787,CAN,Canada,GDP per person employed,"USD, current prices, current PPPs",2006,US Dollar,Units,74380.87233500001
2788,CAN,Canada,GDP per person employed,"USD, current prices, current PPPs",2007,US Dollar,Units,76350.23127999999
2789,CAN,Canada,GDP per person employed,"USD, current prices, current PPPs",2008,US Dollar,Units,77663.303678
2790,CAN,Canada,GDP per person employed,"USD, current prices, current PPPs",2009,US Dollar,Units,76996.641648
2791,CAN,Canada,GDP per person employed,"USD, current prices, current PPPs",2010,US Dollar,Units,78847.237844
2792,CAN,Canada,GDP per person employed,"USD, current prices, current PPPs",2011,US Dollar,Units,81422.364748
2793,CAN,Canada,GDP per person employed,"USD, current prices, current PPPs",2012,US Dollar,Units,82663.02805800001
2794,CAN,Canada,GDP per person employed,"USD, current prices, current PPPs",2013,US Dollar,Units,86368.582158
2795,CAN,Canada,GDP per person employed,"USD, current prices, current PPPs",2014,US Dollar,Units,89617.632446
2796,CAN,Canada,GDP per person employed,"USD, current prices, current PPPs",2015,US Dollar,Units,87394.01294
2797,CAN,Canada,GDP per person employed,"USD, current prices, current PPPs",2016,US Dollar,Units,91036.223465
2798,CAN,Canada,GDP per person employed,"USD, current prices, current PPPs",2017,US Dollar,Units,94588.782988
2799,CAN,Canada,GDP per person employed,"USD, current prices, current PPPs",2018,US Dollar,Units,97485.36301900001
2800,CAN,Canada,GDP per person employed,"USD, current prices, current PPPs",2019,US Dollar,Units,99264.306742
2812,CAN,Canada,Gross Domestic Product (GDP); millions,"USD, constant prices, 2015 PPPs",1981,US Dollar,Millions,717805.058
2813,CAN,Canada,Gross Domestic Product (GDP); millions,"USD, constant prices, 2015 PPPs",1982,US Dollar,Millions,694926.729
2814,CAN,Canada,Gross Domestic Product (GDP); millions,"USD, constant prices, 2015 PPPs",1983,US Dollar,Millions,713004.1329999999
2815,CAN,Canada,Gross Domestic Product (GDP); millions,"USD, constant prices, 2015 PPPs",1984,US Dollar,Millions,755131.675
2816,CAN,Canada,Gross Domestic Product (GDP); millions,"USD, constant prices, 2015 PPPs",1985,US Dollar,Millions,790905.2829999999
2817,CAN,Canada,Gross Domestic Product (GDP); millions,"USD, constant prices, 2015 PPPs",1986,US Dollar,Millions,807869.98
2818,CAN,Canada,Gross Domestic Product (GDP); millions,"USD, constant prices, 2015 PPPs",1987,US Dollar,Millions,840774.194
2819,CAN,Canada,Gross Domestic Product (GDP); millions,"USD, constant prices, 2015 PPPs",1988,US Dollar,Millions,877853.2690000001
2820,CAN,Canada,Gross Domestic Product (GDP); millions,"USD, constant prices, 2015 PPPs",1989,US Dollar,Millions,898192.948
2821,CAN,Canada,Gross Domestic Product (GDP); millions,"USD, constant prices, 2015 PPPs",1990,US Dollar,Millions,899672.025
2822,CAN,Canada,Gross Domestic Product (GDP); millions,"USD, constant prices, 2015 PPPs",1991,US Dollar,Millions,880904.0970000001
2823,CAN,Canada,Gross Domestic Product (GDP); millions,"USD, constant prices, 2015 PPPs",1992,US Dollar,Millions,888834.521
2824,CAN,Canada,Gross Domestic Product (GDP); millions,"USD, constant prices, 2015 PPPs",1993,US Dollar,Millions,912485.132
2825,CAN,Canada,Gross Domestic Product (GDP); millions,"USD, constant prices, 2015 PPPs",1994,US Dollar,Millions,953496.468
2826,CAN,Canada,Gross Domestic Product (GDP); millions,"USD, constant prices, 2015 PPPs",1995,US Dollar,Millions,979183.437
2827,CAN,Canada,Gross Domestic Product (GDP); millions,"USD, constant prices, 2015 PPPs",1996,US Dollar,Millions,995038.1059999999
2828,CAN,Canada,Gross Domestic Product (GDP); millions,"USD, constant prices, 2015 PPPs",1997,US Dollar,Millions,1037626.135
2829,CAN,Canada,Gross Domestic Product (GDP); millions,"USD, constant prices, 2015 PPPs",1998,US Dollar,Millions,1078053.625
2830,CAN,Canada,Gross Domestic Product (GDP); millions,"USD, constant prices, 2015 PPPs",1999,US Dollar,Millions,1133712.602
2831,CAN,Canada,Gross Domestic Product (GDP); millions,"USD, constant prices, 2015 PPPs",2000,US Dollar,Millions,1192412.111
2832,CAN,Canada,Gross Domestic Product (GDP); millions,"USD, constant prices, 2015 PPPs",2001,US Dollar,Millions,1213755.9640000002
2833,CAN,Canada,Gross Domestic Product (GDP); millions,"USD, constant prices, 2015 PPPs",2002,US Dollar,Millions,1250387.732
2834,CAN,Canada,Gross Domestic Product (GDP); millions,"USD, constant prices, 2015 PPPs",2003,US Dollar,Millions,1272913.693
2835,CAN,Canada,Gross Domestic Product (GDP); millions,"USD, constant prices, 2015 PPPs",2004,US Dollar,Millions,1312208.295
2836,CAN,Canada,Gross Domestic Product (GDP); millions,"USD, constant prices, 2015 PPPs",2005,US Dollar,Millions,1354254.0790000001
2837,CAN,Canada,Gross Domestic Product (GDP); millions,"USD, constant prices, 2015 PPPs",2006,US Dollar,Millions,1389929.246
2838,CAN,Canada,Gross Domestic Product (GDP); millions,"USD, constant prices, 2015 PPPs",2007,US Dollar,Millions,1418726.148
2839,CAN,Canada,Gross Domestic Product (GDP); millions,"USD, constant prices, 2015 PPPs",2008,US Dollar,Millions,1432974.261
2840,CAN,Canada,Gross Domestic Product (GDP); millions,"USD, constant prices, 2015 PPPs",2009,US Dollar,Millions,1391046.07
2841,CAN,Canada,Gross Domestic Product (GDP); millions,"USD, constant prices, 2015 PPPs",2010,US Dollar,Millions,1434028.273
2842,CAN,Canada,Gross Domestic Product (GDP); millions,"USD, constant prices, 2015 PPPs",2011,US Dollar,Millions,1479144.244
2843,CAN,Canada,Gross Domestic Product (GDP); millions,"USD, constant prices, 2015 PPPs",2012,US Dollar,Millions,1505191.406
2844,CAN,Canada,Gross Domestic Product (GDP); millions,"USD, constant prices, 2015 PPPs",2013,US Dollar,Millions,1540249.158
2845,CAN,Canada,Gross Domestic Product (GDP); millions,"USD, constant prices, 2015 PPPs",2014,US Dollar,Millions,1584454.8630000001
2846,CAN,Canada,Gross Domestic Product (GDP); millions,"USD, constant prices, 2015 PPPs",2015,US Dollar,Millions,1594899.2240000002
2847,CAN,Canada,Gross Domestic Product (GDP); millions,"USD, constant prices, 2015 PPPs",2016,US Dollar,Millions,1610870.456
2848,CAN,Canada,Gross Domestic Product (GDP); millions,"USD, constant prices, 2015 PPPs",2017,US Dollar,Millions,1661946.8059999999
2849,CAN,Canada,Gross Domestic Product (GDP); millions,"USD, constant prices, 2015 PPPs",2018,US Dollar,Millions,1695412.419
2850,CAN,Canada,Gross Domestic Product (GDP); millions,"USD, constant prices, 2015 PPPs",2019,US Dollar,Millions,1723489.1409999998
2862,CAN,Canada,GDP per head of population,"USD, constant prices, 2015 PPPs",1981,US Dollar,Units,28920.528455
2863,CAN,Canada,GDP per head of population,"USD, constant prices, 2015 PPPs",1982,US Dollar,Units,27667.648752999998
2864,CAN,Canada,GDP per head of population,"USD, constant prices, 2015 PPPs",1983,US Dollar,Units,28108.154862
2865,CAN,Canada,GDP per head of population,"USD, constant prices, 2015 PPPs",1984,US Dollar,Units,29489.206548000002
2866,CAN,Canada,GDP per head of population,"USD, constant prices, 2015 PPPs",1985,US Dollar,Units,30605.283368
2867,CAN,Canada,GDP per head of population,"USD, constant prices, 2015 PPPs",1986,US Dollar,Units,30952.543111000003
2868,CAN,Canada,GDP per head of population,"USD, constant prices, 2015 PPPs",1987,US Dollar,Units,31791.389525
2869,CAN,Canada,GDP per head of population,"USD, constant prices, 2015 PPPs",1988,US Dollar,Units,32765.80915
2870,CAN,Canada,GDP per head of population,"USD, constant prices, 2015 PPPs",1989,US Dollar,Units,32928.846993
2871,CAN,Canada,GDP per head of population,"USD, constant prices, 2015 PPPs",1990,US Dollar,Units,32489.52878
2872,CAN,Canada,GDP per head of population,"USD, constant prices, 2015 PPPs",1991,US Dollar,Units,31418.87153
2873,CAN,Canada,GDP per head of population,"USD, constant prices, 2015 PPPs",1992,US Dollar,Units,31328.689515
2874,CAN,Canada,GDP per head of population,"USD, constant prices, 2015 PPPs",1993,US Dollar,Units,31810.794469
2875,CAN,Canada,GDP per head of population,"USD, constant prices, 2015 PPPs",1994,US Dollar,Units,32878.436882999995
2876,CAN,Canada,GDP per head of population,"USD, constant prices, 2015 PPPs",1995,US Dollar,Units,33416.594241000006
2877,CAN,Canada,GDP per head of population,"USD, constant prices, 2015 PPPs",1996,US Dollar,Units,33604.551848
2878,CAN,Canada,GDP per head of population,"USD, constant prices, 2015 PPPs",1997,US Dollar,Units,34696.313088
2879,CAN,Canada,GDP per head of population,"USD, constant prices, 2015 PPPs",1998,US Dollar,Units,35750.20528
2880,CAN,Canada,GDP per head of population,"USD, constant prices, 2015 PPPs",1999,US Dollar,Units,37291.600164999996
2881,CAN,Canada,GDP per head of population,"USD, constant prices, 2015 PPPs",2000,US Dollar,Units,38858.847776999995
2882,CAN,Canada,GDP per head of population,"USD, constant prices, 2015 PPPs",2001,US Dollar,Units,39127.036474
2883,CAN,Canada,GDP per head of population,"USD, constant prices, 2015 PPPs",2002,US Dollar,Units,39871.957338
2884,CAN,Canada,GDP per head of population,"USD, constant prices, 2015 PPPs",2003,US Dollar,Units,40226.032318
2885,CAN,Canada,GDP per head of population,"USD, constant prices, 2015 PPPs",2004,US Dollar,Units,41082.698367000005
2886,CAN,Canada,GDP per head of population,"USD, constant prices, 2015 PPPs",2005,US Dollar,Units,42000.510269
2887,CAN,Canada,GDP per head of population,"USD, constant prices, 2015 PPPs",2006,US Dollar,Units,42673.599852
